keyword_name,ADF_Statistics_wiki,ADF_p_value_wiki,ADF_critical_values_wiki,ADF_Statistics_news,ADF_p_value_news,ADF_critical_values_news,ssr_ftest_pValue_lag1,ssr_ftest_pValue_lag2,ssr_ftest_pValue_lag3,ssr_ftest_pValue_lag4,ssr_ftest_pValue_lag5,ssr_ftest_pValue_lag6,ssr_ftest_pValue_lag7,lowest_lag
Folge,-2.8216816681687042,0.05524281710914205,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.778224340660152,1.0499568823255183e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3139,0.4531,0.4545,0.0478,0.0498,0.1131,0.2546,4.0
Folgen,-10.65273443455558,4.616505350754126e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.242344879750097,0.19123707275327767,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.0629,0.1551,0.3439,0.5094,0.6935,0.647,0.6742,
Formel,-2.026560889492962,0.2750498544328126,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.2778434735785047,0.01589839190917594,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.2539,0.0153,0.0043,0.0119,0.026,0.0304,0.0727,3.0
Forscher,-12.239434732873987,1.0104551174981029e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.14296904088689,1.6349075853964584e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2736,0.4646,0.596,0.7358,0.8059,0.8881,0.9455,
Frage,-4.536548542069487,0.0001688058109382858,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-11.06046956762169,4.823842182662477e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.609,0.7875,0.9698,0.9898,0.9368,0.9272,0.8564,
Frankfurt,-9.866907022933972,4.091053933496627e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.5890868689045887,0.09527383209696288,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.1472,0.0923,0.1561,0.2281,0.3168,0.1324,0.1517,
Frankfurter,-10.37659873748698,2.193380229591677e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.416614724900494,0.1371018307469865,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.4415,0.5967,0.6923,0.7588,0.7787,0.8785,0.8832,
Frankreich,-3.1948429013955786,0.020285139720537543,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.101817821044325,3.84840612163977e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4817,0.2198,0.2494,0.3335,0.4906,0.6189,0.0338,7.0
Frau,-8.808718701089402,2.0184669108020533e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.364956279877903,4.011154101849477e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.1792,0.4062,0.6819,0.2032,0.124,0.1604,0.2663,
Freiburg,-7.8641789875000345,5.187687756016454e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.9302703018679312,0.0018230303828072351,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.524,0.044,0.0883,0.1141,0.12,0.2148,0.2989,2.0
Freie,-4.643179012454571,0.0001074587342510153,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-11.797929478861393,9.481011671361391e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.676,0.3669,0.4662,0.4069,0.4875,0.4278,0.5065,
Freiheit,-2.0222125134798916,0.2769194048091949,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-1.9492741173508112,0.3092475531446851,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.08,0.0387,0.033,0.0767,0.1424,0.4257,0.5304,3.0
Freitag,-4.052622697595793,0.0011586936705514637,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-2.2450924421061904,0.19028823425682162,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.0004,0.0,0.0,0.0,0.0001,0.0001,0.0296,2.0
Frieden,-2.6042106765139756,0.0921301253618837,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-1.5534314835268208,0.5069336789582688,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.1072,0.5247,0.4805,0.4321,0.7183,0.8037,0.8666,
Friedrich,-8.642816970299766,5.368684946546897e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.124647279733733,9.250028937433264e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6996,0.3799,0.5529,0.6688,0.5016,0.3924,0.482,
Fußball,-3.2448628816112572,0.01753033840814886,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-10.625788311458818,5.369619990656026e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5475,0.2059,0.3599,0.2291,0.3418,0.3711,0.2271,
Fußball-Bundesliga,-3.662188373377183,0.004677561311406404,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-3.679837499354875,0.004405863817988846,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.0081,0.191,0.2205,0.0751,0.0659,0.0435,0.0108,1.0
Fußgänger,-12.568737695432548,2.0261380260158285e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.965045187160162,2.6013635536680906e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.194,0.1658,0.2981,0.323,0.359,0.4094,0.3154,
Füchse,-11.70778617168616,1.5142574926534486e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.754417286508366,7.858839214953585e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9744,0.9739,0.9978,0.9363,0.7366,0.6874,0.4769,
Führerschein,-2.8188066229080806,0.05563718605681709,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-12.432383458552811,3.9142654754521554e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9558,0.6112,0.5393,0.6305,0.7491,0.8624,0.919,
Fünf,-10.118379766360002,9.588999767512866e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.514463498982217,3.184532681909718e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8942,0.9686,0.9722,0.7522,0.832,0.8159,0.8683,
Fürth,-5.825105033813929,4.0967015437236544e-07,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-3.3675512590968095,0.012116054785624358,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.2306,0.1819,0.1383,0.3344,0.2814,0.1889,0.2995,
Gas,-3.0900589055921808,0.027297674735975025,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-0.9814040552543912,0.7599861794892009,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.0098,0.0387,0.0877,0.0116,0.0327,0.0515,0.136,1.0
Gastronomie,-3.5385326245736777,0.0070509160154638715,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.964980114248243,0.0016054049451766671,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.7815,0.9315,0.9827,0.7367,0.8493,0.7987,0.4477,
Gazprom,-2.766748381706518,0.06318274457986531,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.4576967628847846,0.00914236641276604,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.001,0.0037,0.0009,0.0027,0.0187,0.0165,0.023,3.0
Geburtstag,-2.15270060310554,0.22385779796429933,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-6.673554519210754,4.52418852059571e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.2066,0.5745,0.6647,0.7935,0.6149,0.0988,0.2253,
Gedenken,-1.8454645934221263,0.35813463072576557,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-9.841411990742287,4.742524251916605e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9774,0.5177,0.4147,0.4516,0.4592,0.2998,0.3811,
Gefahr,-1.777508995077598,0.3916836280257202,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-12.102799914944082,2.0003199549466027e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0804,0.0991,0.2778,0.3638,0.3046,0.3987,0.3925,
Gefängnis,-10.447327547773376,1.4685574481115565e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.520680532578464,9.701108835875928e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7316,0.7514,0.9064,0.9305,0.8836,0.9112,0.9417,
Gegen,-12.139123188749926,1.6667326563714083e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.204896606793783,0.20447307368431683,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",0.4317,0.6223,0.5788,0.6071,0.7846,0.7678,0.7994,
Gegner,-10.492565194201347,1.1370094684435088e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.762378036065064,8.091587667278401e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5647,0.7876,0.9586,0.7489,0.7937,0.8987,0.5172,
Geiger,-2.9131867738502844,0.04383590404349689,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-4.805385770240799,5.31103172686751e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.0619,0.1836,0.2957,0.1047,0.0312,0.0289,0.0097,7.0
Geld,-2.16535385976881,0.21905936822491062,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.80539260256586,0.37778772194507015,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.1374,0.0421,0.0511,0.084,0.2286,0.4283,0.305,2.0
Gerhard,-5.7894277529531415,4.911711596093792e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.5442043414872306,0.10508593368245861,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.1997,0.497,0.6946,0.5033,0.6517,0.714,0.8116,
Gericht,-2.7315652886716673,0.06873354890680412,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-2.214141472122447,0.20115301159501464,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.9219,0.9676,0.5912,0.4443,0.4355,0.0747,0.0903,
Geschichte,-2.133360824629379,0.23131329955419477,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-6.506757286164024,1.1261659788870344e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.1532,0.3076,0.4964,0.4839,0.3266,0.5159,0.3909,
Geschäft,-3.0770821750186848,0.0282963575431497,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-9.915172126487382,3.0937642539604937e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1024,0.1242,0.1716,0.2121,0.2753,0.4155,0.5812,
Gesicht,-8.834087887282292,1.7380285785538608e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.285363382778918,1.4224714220094752e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.733,0.8749,0.6543,0.7505,0.8039,0.8447,0.7728,
Gewalt,-11.388311847299157,8.185513901063777e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.71224508031933,1.0043590800383986e-16,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.5548,0.4201,0.6477,0.6478,0.136,0.2568,0.1278,
Gewinn,-7.456661430033361,5.489561276608893e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.7215028512993675,0.0703906751621236,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.3044,0.2915,0.4571,0.3963,0.4733,0.4353,0.5915,
Giffey,-9.86407368517798,4.158766831282782e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.601525675925364,6.153430810069719e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2197,0.3362,0.5293,0.5397,0.6437,0.6905,0.7721,
Gladbach,-2.5054585034700643,0.11415185464738536,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.4185942884183906,0.13655693449064787,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.1753,0.3125,0.1792,0.0511,0.0819,0.0861,0.1082,
Glätte,-12.145550667069479,1.6138923492273223e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.2650857601545433,0.016513125617085508,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.3483,0.1199,0.2405,0.006,0.0017,0.0037,0.0028,5.0
Glück,-3.0351560012818872,0.03173916595150581,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-4.651268205183266,0.00010379968109125012,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.3658,0.6211,0.8133,0.9329,0.978,0.8284,0.888,
Gold,-2.5832321555481186,0.09651259804961276,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.600133411876753,0.09296969705174768,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.8257,0.7332,0.5478,0.7116,0.9131,0.9334,0.8275,
Grenze,-6.814050644808471,2.0808979820440934e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.1704280302372894,0.021761510519021275,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.0391,0.168,0.4016,0.5595,0.6422,0.601,0.6663,1.0
Grenzen,-6.8224788334931565,1.9857106543737162e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-12.523928358690974,2.512904902506865e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0857,0.2537,0.4061,0.2335,0.3421,0.4146,0.5207,
Großbrand,-11.66211230184483,1.9223093747216506e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.094013408721829,1.020323362614303e-07,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.1748,0.2932,0.4925,0.6618,0.6363,0.6913,0.7361,
Großbritannien,-11.413200884112177,7.166318470141185e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.196908332527202,0.20736946682753243,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.3564,0.4873,0.5018,0.4637,0.4621,0.1679,0.1698,
Große,-2.079327899562028,0.2529077820995588,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-10.029753783490868,1.5965693999787514e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4685,0.5632,0.4046,0.5556,0.5329,0.5776,0.6282,
Grüne,-4.800713119594554,5.4215360086876896e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-6.752504651511066,2.926856417332442e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0286,0.0026,0.0155,0.0195,0.0276,0.0364,0.0559,2.0
Grünen,-4.2989627759079445,0.0004460531058634755,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-6.785322203229498,2.4405066875831787e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0
Gut,-8.768303879773818,2.561649916540163e-14,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-5.00814890660421,2.1383602498967745e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.0692,0.2229,0.1899,0.0805,0.0515,0.0748,0.1145,
Günther,-7.039119659654943,5.909478505781218e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.8909018923758634,0.04641625892894185,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.6752,0.5422,0.4345,0.6249,0.7544,0.7565,0.8415,
Haaland,-3.5590475910971344,0.006593979355015913,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.6669077953843674,0.004603450610454848,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.2816,0.5847,0.6443,0.0663,0.115,0.1715,0.1646,
Habeck,-5.41987421113644,3.0763999262421547e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-2.0979555095845375,0.24533749571140778,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",0.2685,0.5404,0.4482,0.487,0.4877,0.5641,0.6647,
Haft,-2.116943938463802,0.23775616569589852,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.462277622982192,0.12492438289218105,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0496,0.0984,0.0559,0.0734,0.0947,0.0822,0.1023,1.0
Haftbefehl,-2.856618180852798,0.05063028797773894,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-6.877940291749727,1.4582365981850403e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.5491,0.0038,0.0102,0.0205,0.0069,0.0383,0.0887,2.0
Haftstrafe,-6.353786549547751,2.5723643501256937e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-12.674801682982872,1.2224038068768034e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3538,0.513,0.7083,0.8018,0.4824,0.164,0.2119,
Halbfinale,-3.4916857523000284,0.008203206678524276,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-10.190545043889518,6.339219559406547e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4439,0.6221,0.7837,0.7875,0.2936,0.1959,0.2766,
Halle,-10.267186041524045,4.090005745586639e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.114142123880006,0.02552415661340018,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.2422,0.4086,0.4856,0.516,0.6067,0.6881,0.705,
Hamburg,-5.351517407554041,4.278924177841578e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.4256566479412305,0.00026728980593875696,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.0833,0.0744,0.1422,0.2053,0.1998,0.2761,0.2912,
Hamburger,-2.5055678846946985,0.11412546929297962,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-5.501835281659814,2.0629730576230393e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.8569,0.0458,0.0354,0.0647,0.0258,0.021,0.0324,6.0
Hand,-2.4721312731252714,0.12240315590259288,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-4.640822974245479,0.00010854742832322154,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.4931,0.6401,0.7763,0.6757,0.6551,0.6873,0.5752,
Handel,-2.455212496376186,0.12675525651570846,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.889048848480214,0.002116936180583692,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.7944,0.8599,0.9061,0.9386,0.937,0.6548,0.0596,
Hannover,-3.202167303188161,0.019859569451916217,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7583917024575784,0.0644673991000479,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.028,0.0377,0.086,0.0244,0.0272,0.0306,0.0695,4.0
Hans,-8.269091537131509,4.847744558716788e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.324692269860688,4.86629971703915e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.0593,0.0808,0.0442,0.015,0.0294,0.0282,0.0027,7.0
Haus,-2.981241578412681,0.036683724550847806,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.134381415167664,0.024111240937821434,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.5795,0.8112,0.9491,0.8718,0.7597,0.8013,0.7776,
Hause,-11.556456995043348,3.3498364980828185e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.496416656602117,1.2723146835004183e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4991,0.4188,0.6511,0.2756,0.2194,0.3151,0.3916,
Haushalt,-3.1326167110535836,0.024231692441633375,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-9.01264835102547,6.06711503367416e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2182,0.4668,0.1026,0.1179,0.2619,0.0732,0.0724,
Helfer,-11.190817309238895,2.3714452321654133e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-1.3456514213675523,0.608036761143566,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",0.1532,0.3089,0.4106,0.6096,0.639,0.5957,0.6873,
Herr,-11.361450293975256,9.451323908286095e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.084818054576931,0.027697312705124755,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.8706,0.6233,0.2716,0.3796,0.5069,0.7064,0.7262,
Herrmann,-3.159795118004717,0.02243306702570064,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.03578385041523,5.521966384490456e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6896,0.6568,0.7304,0.5399,0.3188,0.3806,0.3441,
Hertha,-11.413682019756093,7.147938196313155e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-1.754918754133344,0.40306161781944055,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.1369,0.345,0.479,0.5867,0.6513,0.3966,0.4276,
Hessen,-2.501866566218527,0.11502082935631569,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-2.5502922844932323,0.10371207785889597,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0002,0.001,0.0045,0.0097,0.0238,0.0351,0.0827,1.0
Hilfe,-8.525703257085741,1.0706764187721213e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-1.8569942585292805,0.3525547584347181,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.4403,0.3474,0.5322,0.6043,0.535,0.5108,0.4167,
Hoffenheim,-1.9840715956750448,0.29360052237428536,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-2.364355114669835,0.15205061755126315,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.8823,0.9772,0.9945,0.9929,0.9801,0.5343,0.6015,
