keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_News,lowest_lag_after_diff_News_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_News
Erste,-4.974972486288752,2.4868527248955145e-05,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.974972486288752,2.4868527248955145e-05,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,False,-7.476406061392144,4.9005477144360104e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-7.476406061392144,4.9005477144360104e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,True,True,0.5047,0.6861,0.7643,0.3681,0.5025,0.3254,0.5182,0.9646,0.217,0.3583,0.2826,0.4175,0.2717,0.2617,,
Eskalation,-1.9808203333814074,0.295045510566184,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-1.9808203333814074,0.295045510566184,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",False,False,False,True,-3.4510152614532066,0.00933793632455775,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-3.4510152614532066,0.00933793632455775,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",True,True,True,True,0.1299,0.2198,0.2304,0.3569,0.6248,0.3204,0.1652,0.7335,0.764,0.8604,0.8281,0.9198,0.059,0.0598,,
Essen,-7.599986749268119,2.4035457952904857e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.599986749268119,2.4035457952904857e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.525946927802078,1.0691402677768454e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.525946927802078,1.0691402677768454e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,False,0.8615,0.9408,0.998,0.9796,0.9911,0.9895,0.9441,0.0255,0.0104,0.0189,0.0557,0.0936,0.1464,0.3566,,2.0
Euro,-4.850182879986251,4.355746341164642e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-4.850182879986251,4.355746341164642e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,True,False,-7.721366988451534,1.1901939288118451e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-7.721366988451534,1.1901939288118451e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.027,0.1573,0.3083,0.4259,0.2137,0.1028,0.0436,0.0478,0.2803,0.3017,0.3097,0.0361,0.0025,0.0009,1.0,7.0
Europa,-3.2541620723805837,0.017055965304260668,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.2541620723805837,0.017055965304260668,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,False,-12.646653831912715,1.396996419446068e-23,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-12.646653831912715,1.396996419446068e-23,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.5581,0.157,0.3194,0.0668,0.0507,0.0456,0.0236,0.8681,0.0507,0.1036,0.1364,0.1233,0.1215,0.4156,7.0,
Experte,-2.533721564604485,0.10748357325806124,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-2.533721564604485,0.10748357325806124,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",False,False,False,True,-12.004504592510676,3.287785217603044e-22,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-12.004504592510676,3.287785217603044e-22,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.3163,0.1167,0.2322,0.2583,0.1231,0.2012,0.0278,0.0974,0.3146,0.2252,0.1459,0.0278,0.052,0.0635,7.0,5.0
Explosion,-5.602983281611516,1.252485743301302e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-5.602983281611516,1.252485743301302e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,-8.836931348231046,1.709132270519603e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.836931348231046,1.709132270519603e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,False,0.3799,0.6647,0.9282,0.8384,0.9876,0.9837,0.9829,0.995,0.1667,0.086,0.0209,0.0602,0.0853,0.1589,,4.0
Facebook,-6.620869222564735,6.0418781402228125e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.620869222564735,6.0418781402228125e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,-9.427293826517289,5.304426907256337e-16,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-9.427293826517289,5.304426907256337e-16,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.7783,0.0,0.0,0.0,0.0,0.0,0.0,0.5872,0.0545,0.0134,0.0001,0.0053,0.0274,0.0341,2.0,4.0
Fahrer,-11.388777143260139,8.165172109384384e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.388777143260139,8.165172109384384e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-6.6772718472182415,4.432600166653192e-09,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-6.6772718472182415,4.432600166653192e-09,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",True,True,True,True,0.1395,0.4,0.8925,0.7715,0.9073,0.1563,0.1651,0.6226,0.0182,0.0342,0.0235,0.0505,0.042,0.1526,,2.0
Fahrt,-7.477963889722692,4.85683976276998e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-7.477963889722692,4.85683976276998e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,-6.372064421587195,2.3318827398058537e-08,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-6.372064421587195,2.3318827398058537e-08,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",True,True,True,False,0.8753,0.9842,0.6961,0.6464,0.3452,0.4438,0.4446,0.6139,0.8095,0.9195,0.6986,0.6917,0.8175,0.8083,,
Fall,-3.090027831227301,0.027300029652902298,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-3.090027831227301,0.027300029652902298,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,False,True,-7.890000693675377,4.462810436882048e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-7.890000693675377,4.462810436882048e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.4142,0.1688,0.4176,0.5829,0.6283,0.3916,0.3943,0.3089,0.3323,0.5548,0.7038,0.6797,0.7245,0.7866,,
Familie,-1.5547497169842834,0.506274799197367,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.5547497169842834,0.506274799197367,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,-10.623623408070047,5.43526164403812e-19,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.623623408070047,5.43526164403812e-19,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.3659,0.2436,0.2152,0.2822,0.2454,0.3962,0.5105,0.301,0.742,0.717,0.4499,0.5596,0.2289,0.2134,,
Fans,-3.5654874742063165,0.006456164583427817,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-3.5654874742063165,0.006456164583427817,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,False,False,-7.264098371411194,1.6522607128131843e-10,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-7.264098371411194,1.6522607128131843e-10,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,True,0.5027,0.1144,0.224,0.1335,0.2911,0.1981,0.4171,0.7965,0.895,0.814,0.633,0.6096,0.6509,0.7078,,
Fast,-12.155779266275456,1.533299608772186e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.155779266275456,1.533299608772186e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-10.200908955497416,5.974002723291095e-18,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-10.200908955497416,5.974002723291095e-18,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,True,True,0.5147,0.2288,0.4287,0.4905,0.352,0.3807,0.1744,0.2988,0.3263,0.1837,0.1009,0.1226,0.1608,0.1845,,
Februar,-1.7490130903986978,0.4060526240621281,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.7490130903986978,0.4060526240621281,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,-8.98039948437173,7.336670949379962e-15,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-8.98039948437173,7.336670949379962e-15,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,True,True,0.2139,0.0607,0.0575,0.1238,0.5169,0.5251,0.7476,0.0001,0.0004,0.0002,0.0,0.0,0.0,0.0,,4.0
Fehler,-3.4771892349705182,0.008592616480200497,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-3.4771892349705182,0.008592616480200497,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,False,-5.717390459297214,7.069157493897097e-07,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-5.717390459297214,7.069157493897097e-07,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,True,True,0.9468,0.7756,0.9472,0.1126,0.3092,0.4547,0.1641,0.3259,0.2129,0.3768,0.464,0.751,0.9219,0.7659,,
Festnahme,-8.895083358101786,1.2130522300277413e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.895083358101786,1.2130522300277413e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.905138882228925,4.085700448371444e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-7.905138882228925,4.085700448371444e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,True,0.9514,0.9995,0.9991,0.9992,0.9997,0.9997,0.9993,0.8561,0.9594,0.8988,0.949,0.9801,0.973,0.9896,,
Feuer,-1.462227962033619,0.5521070720601556,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-1.462227962033619,0.5521070720601556,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",False,False,False,False,-8.168489178342256,8.751417488533822e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.168489178342256,8.751417488533822e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.4016,0.3356,0.4004,0.5462,0.6803,0.7915,0.8773,0.3344,0.7256,0.6323,0.5187,0.3802,0.5033,0.5377,,
Feuerwehr,-12.473579813033467,3.204768453724695e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.473579813033467,3.204768453724695e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.63687182020318,1.9419246089646937e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-7.63687182020318,1.9419246089646937e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,False,True,0.3336,0.2138,0.4768,0.7488,0.2076,0.2914,0.51,0.9839,0.3229,0.4955,0.6889,0.7357,0.6672,0.8551,,
Finale,-11.293977964565038,1.3579763516776617e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.293977964565038,1.3579763516776617e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.723213049925314,1.177513441674202e-11,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-7.723213049925314,1.177513441674202e-11,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,True,True,0.7373,0.697,0.7039,0.4457,0.6193,0.468,0.5977,0.4649,0.4063,0.3347,0.2736,0.5009,0.8425,0.5433,,
Flammen,-10.308373342564343,3.2337244575621868e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.308373342564343,3.2337244575621868e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-8.388531521813666,2.401505578098796e-13,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-8.388531521813666,2.401505578098796e-13,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,True,True,0.5897,0.1401,0.0681,0.1243,0.1664,0.214,0.1015,0.582,0.5465,0.7206,0.346,0.0849,0.1404,0.1721,,
Flick,-4.328906274493623,0.0003957067822157685,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.328906274493623,0.0003957067822157685,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,-16.442710081032896,2.4193487964775816e-29,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-16.442710081032896,2.4193487964775816e-29,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.2279,0.1713,0.0607,0.0306,0.0495,0.0466,0.0151,0.3776,0.2931,0.5159,0.5234,0.5385,0.1237,0.1735,7.0,
Flucht,-2.126461430025151,0.23400828923516398,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.126461430025151,0.23400828923516398,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,False,-10.455615580013784,1.4012422661195076e-18,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.455615580013784,1.4012422661195076e-18,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.6137,0.707,0.9303,0.3707,0.4659,0.3741,0.5163,0.8811,0.8131,0.916,0.9264,0.9028,0.7031,0.8289,,
Flughafen,-7.478126559433639,4.85229812339785e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-7.478126559433639,4.85229812339785e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,False,-6.902791252287115,1.2693865473796077e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-6.902791252287115,1.2693865473796077e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,True,0.3817,0.2537,0.4021,0.5324,0.7408,0.7542,0.8363,0.7735,0.9385,0.8891,0.9339,0.8554,0.8257,0.7617,,
Flut,-8.848240012568052,1.598888344999886e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.848240012568052,1.598888344999886e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-5.258221686647027,6.679103618075756e-06,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-5.258221686647027,6.679103618075756e-06,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,True,True,0.3115,0.4152,0.3149,0.4216,0.5716,0.5472,0.7985,0.6802,0.913,0.9348,0.9469,0.4148,0.2024,0.3092,,
Flüchtlinge,-3.038485596919472,0.031453309809633054,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-3.038485596919472,0.031453309809633054,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",True,True,True,False,-4.274431434257558,0.0004917465268444044,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-4.274431434257558,0.0004917465268444044,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",True,True,True,True,0.9493,0.6478,0.4988,0.6454,0.764,0.8815,0.6417,0.945,0.99,0.4068,0.4876,0.4379,0.3885,0.513,,
Fokus,-6.098534809895428,9.964272646174229e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.098534809895428,9.964272646174229e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,False,-8.974087617733224,7.614679997384508e-15,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.974087617733224,7.614679997384508e-15,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.928,0.908,0.9771,0.9363,0.9762,0.7374,0.7676,0.4858,0.6832,0.7928,0.9063,0.7223,0.5784,0.6502,,
Folge,-2.8216816681687056,0.05524281710914181,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.8216816681687056,0.05524281710914181,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",False,False,False,False,-8.379673062782837,2.5300192182647345e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.379673062782837,2.5300192182647345e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.8022,0.7527,0.2532,0.2498,0.3207,0.4313,0.5599,0.5689,0.8588,0.917,0.864,0.7587,0.7356,0.7155,,
Folgen,-10.652734434555583,4.61650535075406e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.652734434555583,4.61650535075406e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-11.421249491979063,6.86505496826823e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.421249491979063,6.86505496826823e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.0921,0.464,0.4783,0.7371,0.6385,0.7404,0.7616,0.0735,0.5151,0.5537,0.6847,0.7834,0.9276,0.9587,,
Formel,-2.0265608894929628,0.27504985443281227,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.0265608894929628,0.27504985443281227,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,-9.825942455657033,5.1876778413090757e-17,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.825942455657033,5.1876778413090757e-17,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,False,0.0115,0.001,0.005,0.0138,0.0214,0.0557,0.076,0.7346,0.7027,0.9399,0.6594,0.7774,0.7901,0.7875,2.0,
Forscher,-12.239434732873983,1.0104551174981391e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.239434732873983,1.0104551174981391e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-10.417513521902666,1.7388435131911605e-18,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-10.417513521902666,1.7388435131911605e-18,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.4417,0.3991,0.6469,0.7562,0.8506,0.9322,0.9593,0.8839,0.2652,0.4345,0.5798,0.7515,0.8313,0.8863,,
Frage,-4.536548542069483,0.00016880581093828861,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.536548542069483,0.00016880581093828861,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,-6.882166785350223,1.424263498296551e-09,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-6.882166785350223,1.424263498296551e-09,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",True,True,True,False,0.9559,0.9332,0.9785,0.8787,0.9237,0.8113,0.8781,0.8557,0.9001,0.9735,0.9939,0.9888,0.9899,0.9782,,
Frankfurt,-9.866907022933976,4.0910539334965374e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.866907022933976,4.0910539334965374e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-9.657801212483976,1.3791089474703703e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.657801212483976,1.3791089474703703e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.0249,0.075,0.1221,0.2065,0.0516,0.073,0.1059,0.3375,0.8838,0.9447,0.8477,0.7542,0.7754,0.8306,1.0,
